"STATION","NAME","DATE","CDSD","CLDD","DP01","DP05","DP10","DSND","DSNW","DT00","DT32","DX32","DX70","DX90","EMNT","EMSD","EMSN","EMXP","EMXT","HDSD","HTDD","PRCP","SNOW","TAVG","TMAX","TMIN"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1903-03","1","1","7","0","0",,,"0","18","1","4","0","12",,,"0.46","77","5551","706","1.80",,"41.6","51.0","32.3"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1903-04","1","0","8","4","0",,,"0","11","0","3","0","18",,,"0.98","79","6126","574","4.20",,"45.9","56.9","34.8"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1903-05","37","36","4","2","0",,,"0","3","0","19","0","25",,,"0.95","88","6341","215","2.23",,"59.2","72.0","46.4"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1903-06","75","38","13","4","1",,,"0","0","0","19","0","43",,,"1.44","87","6454","113","6.04",,"62.5","72.7","52.3"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1903-07","284","209","9","3","2",,,"0","0","0","31","5","45",,,"1.59","92","18","18","4.65",,"71.1","82.3","60.0"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1903-08","360","76","11","3","2",,,"0","0","0","26","0","45",,,"1.20","86","61","42","5.45",,"66.1","76.0","56.2"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1903-09","424","64","5","1","0",,,"0","0","0","22","0","35",,,"0.67","89","214","153","2.33",,"62.0","74.6","49.4"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1903-10","430","5","4","1","0",,,"0","5","0","5","0","23",,,"0.76","78","629","414","1.47",,"51.8","62.3","41.3"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1903-11","430","0","3","1","0","6","0","0","24","9","1","0","10","1","0.9","0.70","73","1525","896","1.58","2.5","35.1","43.8","26.5"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1903-12","430","0","6","2","0","0","2","3","31","21","0","0","-2","0","6.2","0.90","40","2892","1367","2.40","10.4","20.9","28.3","13.4"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1904-01","0","0","5","3","0","30","5","10","29","26","0","0","-11","11","2.1","0.67","38","4309","1416","2.52","11.1","15.1","22.7","7.5"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1904-02","0","0","6","2","0","0","2","10","29","21","0","0","-12","0","2.0","0.89","46","5787","1479","2.49","5.4","14.0","22.4","5.6"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1904-03","0","0","12","3","0","9","3","0","25","9","0","0","11","8","5.2","0.97","63","6795","1007","4.80","11.4","32.5","40.5","24.5"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1904-04","0","0","5","1","0",,"1","0","15","1","2","0","18",,"1.0","0.64","77","7478","684","2.09","1.1","41.2","50.9","31.5"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1904-05","25","25","6","2","0",,,"0","1","0","16","0","32",,,"0.56","88","7720","242","2.31",,"58.0","68.8","47.2"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1904-06","122","98","3","0","0",,,"0","0","0","26","1","45",,,"0.41","90","7764","43","0.97",,"66.8","78.1","55.5"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1904-07","318","195","5","1","0",,,"0","0","0","30","4","45",,,"0.54","97","14","14","1.91",,"70.8","82.8","58.8"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1904-08","414","96","6","4","2",,,"0","0","0","29","0","46",,,"1.04","88","37","23","4.55",,"67.4","80.0","54.8"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1904-09","458","44","6","3","2",,,"0","1","0","21","0","31",,,"1.04","87","161","124","3.91",,"62.3","73.1","51.6"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1904-10","466","8","2","0","0",,,"0","6","0","5","0","23",,,"0.26","79","650","489","0.81",,"49.5","59.4","39.5"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1904-11","466","0","0","0","0",,,"0","20","4","0","0","12",,,"0.08","69","1420","770","0.10",,"39.3","48.3","30.4"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1904-12","466","0","5","0","0","7","4","1","31","22","0","0","-4","5","3.5","0.30","52","2723","1303","1.07","8.3","23.0","30.5","15.4"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1905-01","0","0","4","1","0","0","2","4","30","23","0","0","-3","0","2.5","0.84","47","4064","1341","1.64","8.0","18.6","26.3","10.8"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1905-02","0","0","6","0","0","0","0","10","28","21","0","0","-10","0","0.0","0.32","36","5421","1356","1.21","0.0","16.6","24.3","8.8"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1905-03","0","0","4","2","0","13","0","0","21","5","4","0","8","6","0.0","0.73","80","6248","827","1.64","0.0","38.3","48.6","28.0"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1905-04","0","0","6","3","0","0","0","0","14","0","3","0","24","0","0.2","0.98","76","6854","606","2.80","0.5","44.8","55.0","34.6"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1905-05","18","18","7","5","1",,,"0","1","0","16","0","26",,,"1.44","82","7097","242","4.94",,"57.8","68.6","47.0"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1905-06","127","109","6","2","1",,,"0","0","0","26","1","42",,,"2.30","90","7146","49","4.31",,"67.0","78.0","56.0"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1905-07","329","202","8","5","1",,,"0","0","0","31","2","49",,,"1.00","93","7","7","4.76",,"71.3","81.6","60.9"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1905-08","522","193","5","4","1",,,"0","0","0","30","4","47",,,"1.54","93","14","6","4.06",,"71.0","82.3","59.8"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1905-09","589","67","3","2","1",,,"0","0","0","24","1","38",,,"1.15","90","85","71","2.51",,"64.8","76.4","53.3"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1905-10","594","5","6","2","1",,,"0","7","0","9","0","21",,,"2.19","85","524","439","3.44",,"51.0","61.2","40.8"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1905-11","594","0","7","4","0",,,"0","25","1","0","0","14",,,"0.94","66","1381","857","3.67",,"36.4","45.1","27.8"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1905-12","594","0","3","1","0","6","2","0","31","10","0","0","11","3","2.0","0.81","52","2470","1089","1.61","4.1","29.9","36.1","23.7"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1906-01","0","0","5","0","0","8","1","0","27","9","0","0","11","3","2.0","0.43","62","3484","1013","1.91","3.6","32.3","38.8","25.8"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1906-02","0","0","3","0","0","5","0","5","26","15","0","0","-4","1","0.4","0.35","59","4620","1137","0.71","0.4","24.4","34.0","14.8"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1906-03","0","0","9","2","0","12","4","0","29","13","0","0","3","4","4.2","0.78","55","5776","1156","2.96","11.2","27.7","34.8","20.7"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1906-04","0","0","6","1","0","0","0","0","7","0","7","0","24","0","0.0","0.67","76","6235","459","2.19","0.0","49.4","61.1","37.6"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1906-05","48","48","11","3","1",,"0","0","2","0","15","0","29",,"0.0","1.56","86","6494","258","4.87","0.0","58.2","69.3","47.2"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1906-06","177","128","7","1","1",,"0","0","0","0","26","2","40",,"0.0","1.12","91","6543","49","3.05","0.0","67.6","78.2","57.1"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1906-07","362","186","10","4","2",,"0","0","0","0","31","2","48",,"0.0","1.18","95","7","7","5.23","0.0","70.8","82.7","58.8"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1906-08","629","267","6","1","1",,"0","0","0","0","31","7","49",,"0.0","1.08","93","9","2","2.81","0.0","73.5","84.7","62.4"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1906-09","777","147","3","1","1",,"0","0","0","0","28","7","40",,"0.0","1.28","92","60","51","1.62","0.0","68.2","80.9","55.5"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1906-10","781","4","7","3","0",,"0","0","5","0","8","0","24",,"0.0","0.60","75","477","417","3.03","0.0","51.2","58.6","43.8"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1906-11","781","0","4","2","0",,"0","0","17","1","0","0","19",,"0.0","0.60","57","1265","788","1.61","0.0","38.7","46.6","30.9"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1906-12","781","0","5","1","0","10","2","0","28","13","0","0","3","4","3.2","0.58","49","2431","1166","1.57","4.2","27.4","34.6","20.2"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1907-01","0","0","8","4","1","16","5","3","28","15","0","0","-8","8","5.0","1.27","61","3687","1256","4.68","16.1","24.5","31.8","17.2"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1907-02","0","0","2","1","0","21","0","5","28","18","0","0","-9","5","0.6","0.90","48","4965","1278","1.22","0.8","19.4","28.0","10.7"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1907-03","0","0","9","1","0","6","1","0","20","3","1","0","11","3","3.2","0.55","71","5811","846","2.24","3.4","37.7","47.0","28.4"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1907-04","0","0","6","1","1","1","1","0","23","2","1","0","16","1","1.1","1.15","70","6636","825","2.58","1.1","37.5","46.6","28.4"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1907-05","9","9","8","2","0",,,"0","8","0","5","0","27",,,"0.59","87","7127","492","2.83",,"49.4","59.3","39.5"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1907-06","98","89","5","1","0",,,"0","0","0","20","1","41",,,"0.69","91","7244","117","1.94",,"64.1","74.2","53.9"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1907-07","279","181","8","2","1",,,"0","0","0","30","0","45",,,"1.74","89","13","13","3.63",,"70.4","80.9","60.0"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1907-08","398","119","5","0","0",,,"0","0","0","26","0","42",,,"0.22","89","46","33","1.06",,"67.7","78.9","56.6"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1907-09","458","60","8","4","0",,,"0","1","0","18","0","32",,,"0.77","86","186","140","4.19",,"62.3","70.7","54.0"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1907-10","458","0","4","2","0",,,"0","11","0","2","0","20",,,"0.58","78","792","606","1.77",,"45.4","54.6","36.3"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1907-11","458","0","6","0","0","5","2","0","21","0","0","0","17","6","3.5","0.46","53","1651","859","2.35","5.5","36.4","43.0","29.8"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1907-12","458","0","9","2","0","17","5","0","28","16","0","0","11","4","2.2","0.67","52","2770","1119","2.91","10.1","28.9","35.1","22.7"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1908-01","0","0","3","1","0","14","4","3","30","20","0","0","-8","3","1.3","0.63","42","3942","1171","1.06","4.3","23.1","29.0","17.3"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1908-02","0","0","8","5","1","27","7","3","29","17","0","0","-7","12","9.0","1.15","45","5179","1238","4.82","27.4","20.7","28.8","12.6"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1908-03","0","0","6","2","0","5","1","0","22","5","1","0","13","8","1.0","0.86","72","6097","918","2.50","1.0","35.4","43.7","27.1"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1908-04","0","0","7","1","0",,,"0","10","0","5","0","21",,,"0.58","78","6656","559","2.78",,"46.4","56.8","35.9"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1908-05","35","35","11","3","0",,,"0","2","0","19","0","30",,,"0.95","86","6871","215","4.34",,"58.7","68.6","48.8"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1908-06","160","126","4","3","2",,,"0","0","0","26","0","38",,,"1.40","89","6939","67","3.63",,"66.9","78.5","55.4"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1908-07","407","246","3","1","0",,,"0","0","0","31","9","45",,,"0.79","95","6","6","1.26",,"72.8","83.8","61.7"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1908-08","538","131","7","5","2",,,"0","0","0","29","4","44",,,"1.86","97","40","34","6.29",,"68.1","79.5","56.8"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1908-09","673","134","2","0","0",,,"0","0","0","27","5","37",,,"0.15","92","103","63","0.27",,"67.4","80.6","54.2"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1908-10","676","4","4","1","1",,,"0","5","0","11","0","27",,,"1.10","82","501","398","1.53",,"52.3","64.3","40.3"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1908-11","676","0","3","0","0",,,"0","20","2","0","0","17",,,"0.47","65","1286","784","0.98",,"38.9","48.3","29.4"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1908-12","676","0","5","0","0","12","2","0","31","11","0","0","8","2","2.0","0.47","52","2432","1146","1.60","4.2","28.0","35.3","20.7"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1909-01","0","0","6","1","1","13","2","2","27","12","0","0","-1","7","7.0","1.27","61","3599","1167","2.50","8.7","27.4","34.7","20.0"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1909-02","0","0","5","2","0","16","4","1","26","8","0","0","-8","9","5.0","0.58","51","4623","1024","1.94","12.0","28.4","36.5","20.4"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1909-03","0","0","2","1","0","1","1","0","31","3","0","0","12","2","1.5","0.61","48","5643","1020","1.22","1.5","32.1","39.5","24.7"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1909-04","0","0","6","2","2",,,"0","17","1","3","0","18",,,"1.40","75","6295","652","4.11",,"43.3","54.2","32.4"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1909-05","10","10","5","1","0",,,"0","4","0","10","0","27",,,"0.79","81","6606","312","2.25",,"55.3","65.8","44.7"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1909-06","64","54","8","5","0",,,"0","0","0","25","0","37",,,"0.95","87","6664","58","4.22",,"64.9","76.0","53.8"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1909-07","244","180","4","2","1",,,"0","0","0","31","1","46",,,"1.05","91","13","13","2.28",,"70.4","81.8","59.0"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1909-08","441","197","4","0","0",,,"0","0","0","31","4","42",,,"0.49","95","26","13","1.25",,"70.9","82.7","59.2"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1909-09","482","41","3","1","0",,,"0","0","0","17","1","37",,,"0.56","91","186","159","0.92",,"61.1","72.0","50.2"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1909-10","482","0","3","1","0",,,"0","9","0","6","0","22",,,"0.52","80","760","574","1.28",,"46.5","56.5","36.5"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1909-11","482","0","6","3","1",,,"0","11","1","1","0","18",,,"2.12","71","1390","630","4.35",,"44.0","52.7","35.3"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1909-12","482","0","6","1","0",,"3","2","29","22","0","0","-6",,"5.5","0.79","59","2708","1317","1.81","12.2","22.5","28.3","16.7"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1910-01","0","0","7","2","0",,"4","1","31","20","0","0","-2",,"8.0","0.80","42","3996","1288","2.48","12.8","23.4","29.4","17.5"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1910-02","0","0","5","0","0",,"1","1","27","15","0","0","-2",,"2.0","0.37","45","5199","1203","1.43","2.7","22.0","30.1","14.0"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1910-03","3","3","1","0","0","1","0","0","18","0","5","0","15","1","0.2","0.42","83","5851","652","0.48","0.3","44.1","55.3","32.9"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1910-04","3","0","10","1","0",,,"0","5","0","7","0","27",,,"0.74","79","6333","482","3.43",,"48.9","59.6","38.3"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1910-05","8","5","7","1","1",,,"0","4","0","7","0","30",,,"1.51","80","6718","385","3.63",,"52.5","63.1","41.9"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1910-06","159","150","2","1","0",,,"0","0","0","21","3","38",,,"0.87","94","6848","131","1.52",,"65.6","76.9","54.3"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1910-07","398","239","3","2","0",,,"0","0","0","31","5","50",,,"0.65","96","0","0","1.61",,"72.7","84.9","60.6"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1910-08","562","164","5","1","0",,,"0","0","0","30","3","45",,,"0.65","91","19","19","1.93",,"69.7","81.2","58.1"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1910-09","594","32","8","2","0",,,"0","0","0","19","0","39",,,"0.75","85","136","116","2.95",,"62.2","72.7","51.7"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1910-10","604","10","6","2","0",,,"0","3","0","11","0","23",,,"0.68","83","495","359","1.85",,"53.7","64.0","43.5"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1910-11","604","0","8","1","0","6","3","0","25","3","0","0","21","2","2.5","0.50","62","1410","915","2.35","8.6","34.5","40.0","29.0"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1910-12","604","0","8","1","0","31","8","2","31","24","0","0","-2","14","6.2","0.62","38","2763","1353","2.27","22.7","21.3","28.3","14.4"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1911-01","0","0","4","1","0","24","2","1","29","13","0","0","-1","12","2.0","0.56","48","3972","1208","1.30","3.5","26.0","32.8","19.3"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1911-02","0","0","5","1","0","16","3","0","24","11","0","0","6","4","4.0","0.66","58","5007","1035","1.74","7.1","28.0","34.9","21.1"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1911-03","0","0","7","0","0","10","3","0","30","5","0","0","4","2","1.5","0.37","65","5996","989","1.35","5.9","33.1","42.9","23.3"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1911-04","0","0","6","2","1",,,"0","16","1","3","0","11",,,"1.53","73","6643","647","3.52",,"43.4","53.2","33.7"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1911-05","146","146","3","0","0",,,"0","3","0","24","5","29",,,"0.46","95","6785","141","1.05",,"65.1","77.5","52.8"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1911-06","294","148","7","2","1",,,"0","0","0","27","3","49",,,"1.21","96","6809","24","3.60",,"69.1","79.5","58.8"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1911-07","554","260","4","1","0",,,"0","0","0","30","10","47",,,"0.52","101","12","12","1.16",,"73.0","85.3","60.7"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1911-08","737","182","5","1","0",,,"0","0","0","29","5","45",,,"0.62","92","44","32","2.04",,"69.9","80.4","59.3"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1911-09","799","63","9","3","1",,,"0","0","0","21","2","41",,,"1.46","92","142","98","3.95",,"63.8","74.2","53.4"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1911-10","799","0","7","5","1",,,"0","3","0","0","0","27",,,"1.84","69","631","489","4.94",,"49.2","56.9","41.5"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1911-11","799","0","7","2","0","7","2","0","23","6","0","0","11","2","1.5","0.71","67","1545","913","2.78","3.3","34.6","41.7","27.4"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1911-12","799","0","8","0","0","8","3","0","25","3","0","0","9","2","2.0","0.40","58","2499","954","1.73","5.0","31.9","38.2","25.6"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1912-01","0","0","4","2","0","29","4","12","31","29","0","0","-12","6","5.0","0.75","38","4159","1660","1.70","10.8","11.4","18.0","4.9"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1912-02","0","0","4","1","0","26","4","7","27","18","0","0","-21","5","5.0","0.50","44","5426","1267","0.93","9.3","16.7","24.9","8.5"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1912-03","0","0","6","1","0","20","5","0","29","18","0","0","2","8","5.0","0.50","56","6667","1241","1.25","11.0","25.0","32.9","17.0"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1912-04","0","0","8","3","1",,,"0","11","0","4","0","22",,,"1.00","74","7217","550","3.96",,"46.7","57.6","35.8"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1912-05","39","39","8","4","0",,,"0","1","0","18","0","32",,,"0.80","84","7425","208","4.01",,"59.5","70.3","48.8"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1912-06","115","77","2","0","0",,,"0","0","0","27","1","42",,,"0.46","91","7501","76","0.91",,"65.0","76.4","53.6"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1912-07","321","205","6","4","1",,,"0","0","0","29","2","46",,,"1.01","91","21","21","3.34",,"71.0","81.2","60.7"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1912-08","443","122","7","3","1",,,"0","0","0","25","0","45",,,"1.03","89","76","55","3.61",,"67.1","76.2","58.1"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1912-09","572","129","11","2","0",,,"0","0","0","20","4","37",,,"0.87","92","203","127","3.56",,"65.1","75.2","55.0"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1912-10","574","2","8","2","0",,,"0","3","0","6","0","29",,,"0.68","80","604","400","2.59",,"52.1","62.8","41.5"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1912-11","574","0","4","2","1",,,"0","18","1","0","0","20",,,"1.00","67","1361","758","2.23",,"39.7","47.3","32.2"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1912-12","574","0","3","0","0","5","0","0","28","8","0","0","8","1","0.9","0.31","57","2425","1063","1.02","2.0","30.7","38.4","22.9"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1913-01","0","0","6","2","1","13","1","0","28","11","0","0","7","2","1.5","1.01","52","3549","1125","3.02","3.8","28.7","35.7","21.7"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1913-02","0","0","4","0","0","6","3","2","28","16","0","0","-3","5","4.0","0.40","59","4773","1224","0.95","7.6","21.3","29.4","13.2"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1913-03","0","0","9","4","0","10","4","1","21","10","0","0","-2","6","4.0","0.74","68","5602","828","3.93","10.6","33.7","45.0","22.5"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1913-04","4","4","7","3","0",,,"0","9","0","5","0","25",,,"0.62","80","6148","546","2.87",,"46.9","57.5","36.4"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1913-05","22","17","8","4","1",,,"0","2","0","12","0","30",,,"1.81","83","6415","267","5.34",,"57.0","67.6","46.3"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1913-06","197","176","0","0","0",,,"0","0","0","26","7","35",,,"0.09","97","6490","76","0.24",,"68.3","81.5","55.2"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1913-07","422","224","3","1","0",,,"0","0","0","31","10","47",,,"0.50","94","11","11","1.26",,"71.9","83.8","60.0"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1913-08","619","197","3","1","0",,,"0","0","0","31","4","45",,,"0.54","96","20","8","1.07",,"71.1","83.1","59.1"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1913-09","693","74","3","2","0",,,"0","0","0","20","4","34",,,"0.62","99","163","143","1.38",,"62.7","74.3","51.1"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1913-10","715","23","9","4","0",,,"0","4","0","11","0","29",,,"0.79","83","589","426","3.86",,"52.0","60.5","43.6"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1913-11","715","0","5","1","0","2","1","0","13","0","0","0","22","6","6.0","0.60","68","1261","673","1.82","6.3","42.6","50.2","35.0"
"USC00200230","ANN ARBOR UNIVERSITY OF MI, MI US","1913-12","715","0","2","0","0","8","1","0","24","7","0","0","14","3","3.2","0.38","57","2251","990","0.84","3.7","33.1","39.7","26.4"
